ASX_code, Company_name, Listing_date, GICs_industry_group, Market_CapAHY,ASALEO CARE LIMITED,Not provided,Consumer Durables & Apparel,
ADI,APN INDUSTRIA REIT,3/12/2013,Real Estate,724783517
FFT,FUTURE FIRST TECHNOLOGIES LTD,2/12/2013,Commercial & Professional Services,27682577
FLN,FREELANCER LIMITED,15/11/2013,Commercial & Professional Services,552070296
SCL,SCHROLE GROUP LTD,11/11/2013,Software & Services,18329835
MEZ,MERIDIAN ENERGY LIMITED,29/10/2013,Utilities,12298147958
DME,DOME GOLD MINES LIMITED,22/10/2013,Materials,44424699
SLK,SEALINK TRAVEL GROUP LIMITED,16/10/2013,Consumer Services,2072606966
OFX,OFX GROUP LIMITED,11/10/2013,Diversified Financials,345761355
99L,99 LOYALTY LIMITED.,8/10/2013,Software & Services,76539062
ENX,ENEGEX LIMITED,8/10/2013,Materials,24615341
KIN,KIN MINING NL,2/10/2013,Materials,95903081
RGS,REGENEUS LTD,19/09/2013,Pharmaceuticals, Biotechnology & Life Sciences,22461839
MIH,MNC MEDIA INVESTMENT LTD,13/09/2013,Media & Entertainment,N/A
SMP,SMARTPAY HOLDINGS LIMITED,4/09/2013,Software & Services,186848222
FTZ,FERTOZ LIMITED,2/09/2013,Materials,26696340
ZEL,Z ENERGY LIMITED.,19/08/2013,Energy,1316806438
SDF,STEADFAST GROUP LIMITED,2/08/2013,Insurance,3738766892
SNZ,SUMMERSET GROUP HOLDINGS LIMITED,18/07/2013,Health Care Equipment & Services,2810168755
GPS,GPS ALLIANCE HOLDINGS LIMITED,2/07/2013,Real Estate,4954265
ISU,ISELECT LIMITED.,24/06/2013,Consumer Services,91767930
BRL,BATHURST RESOURCES LIMITED.,21/06/2013,Materials,76928230
NWS,NEWS CORPORATION..,19/06/2013,Media & Entertainment,19273259737
NWSLV,NEWS CORPORATION..,19/06/2013,Media & Entertainment,19273259737
ARF,ARENA REIT.,13/06/2013,Real Estate,1250864702
ZER,ZETA RESOURCES LIMITED,12/06/2013,Investment Trust/Fund,243525559
VRT,VIRTUS HEALTH LIMITED,11/06/2013,Health Care Equipment & Services,523338496
LLO,LION ONE METALS LIMITED,7/06/2013,Materials,202633461
SMI,SANTANA MINERALS LIMITED,31/05/2013,Materials,9350676
SOP,SYNERTEC CORPORATION LIMITED,28/05/2013,Commercial & Professional Services,30018287
CLZ,CLASSIC MINERALS LTD,24/05/2013,Materials,21770381
SHJ,SHINE JUSTICE LTD,15/05/2013,Consumer Services,181924903
MCY,MERCURY NZ LIMITED,10/05/2013,Utilities,8446265785
IPB,IPB PETROLEUM LIMITED,30/04/2013,Energy,6310807
LAM,LARAMIDE RESOURCES LTD,30/04/2013,Energy,92014990
CD2,CD PRIVATE EQUITY FUND II,9/04/2013,Investment Trust/Fund,84992662
TOU,TLOU ENERGY LIMITED,9/04/2013,Energy,24007962
LSX,LION SELECTION GROUP LIMITED.,13/03/2013,Investment Trust/Fund,66062159
PH2,PURE HYDROGEN CORPORATION LIMITED,12/03/2013,Energy,64344552
PEC,PERPETUAL RESOURCES LIMITED,28/02/2013,Materials,59566051
TPD,TALON ENERGY LTD,28/02/2013,Energy,42117527
NCC,NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,26/02/2013,Investment Trust/Fund,74583945
NCCNC,NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,26/02/2013,Investment Trust/Fund,74583945
ZEU,ZEUS RESOURCES LIMITED,21/01/2013,Energy,19679250
IDZ,INDOOR SKYDIVE AUSTRALIA GROUP LIMITED,18/01/2013,Consumer Services,6060602
AVW,AVIRA RESOURCES LTD,9/01/2013,Materials,6875200
BDM,BURGUNDY DIAMOND MINES LIMITED,4/01/2013,Materials,81976377
KTA,KRAKATOA RESOURCES LIMITED,28/12/2012,Materials,15063300
PXX,POLARX LIMITED,21/12/2012,Materials,21510935
AME,ALTO METALS LIMITED,20/12/2012,Materials,40973636
PNL,PARINGA RESOURCES LIMITED,20/12/2012,Energy,N/A
AV1,ADVERITAS LIMITED,18/12/2012,Software & Services,35892308
TGN,TUNGSTEN MINING NL,17/12/2012,Materials,102233855
CIP,CENTURIA INDUSTRIAL REIT,13/12/2012,Real Estate,2025133371
FSF,FONTERRA SHAREHOLDERS' FUND,30/11/2012,Food, Beverage & Tobacco,390819126
FTC,FINTECH CHAIN LIMITED,27/11/2012,Software & Services,40998484
SCP,SHOPPING CENTRES AUSTRALASIA PROPERTY GROUP,26/11/2012,Real Estate,2721653938
AJY,ASAPLUS RESOURCES LIMITED,16/11/2012,Materials,8160000
DCN,DACIAN GOLD LIMITED,14/11/2012,Materials,249435337
XRO,XERO LIMITED,8/11/2012,Software & Services,20135689472
KTG,K-TIG LIMITED,1/11/2012,Capital Goods,72717842
BAT,BATTERY MINERALS LIMITED,29/10/2012,Materials,35748068
BOA,BOADICEA RESOURCES LIMITED,11/10/2012,Materials,15928478
VIC,VICTORY MINES LIMITED,9/10/2012,Materials,16704758
AQI,ALICANTO MINERALS LIMITED,19/09/2012,Materials,44262107
ICQ,ICAR ASIA LIMITED,11/09/2012,Media & Entertainment,125962686
ESK,ETHERSTACK PLC,7/09/2012,Software & Services,82600484
CD1,CD PRIVATE EQUITY FUND I,14/08/2012,Investment Trust/Fund,44670705
ATU,ATRUM COAL LIMITED,24/07/2012,Materials,16294086
URF,US MASTERS RESIDENTIAL PROPERTY FUND,23/07/2012,Real Estate,101509979
EMH,EUROPEAN METALS HOLDINGS LIMITED,19/07/2012,Materials,270559604
FOD,THE FOOD REVOLUTION GROUP LIMITED,29/06/2012,Food, Beverage & Tobacco,27456088
YAL,YANCOAL AUSTRALIA LIMITED,28/06/2012,Energy,2607867888
NWF,NEWFIELD RESOURCES LIMITED,8/06/2012,Materials,200548345
AHQ,ALLEGIANCE COAL LIMITED,29/05/2012,Materials,192050746
BBC,BNK BANKING CORPORATION LIMITED,22/05/2012,Banks,83927739
ESR,ESTRELLA RESOURCES LIMITED,9/05/2012,Materials,47267746
ESRNB,ESTRELLA RESOURCES LIMITED,9/05/2012,Materials,47267746
TBA,TOMBOLA GOLD LTD,3/05/2012,Materials,24943310
OSP,OSPREY MEDICAL INC,2/05/2012,Health Care Equipment & Services,35920924
PCK,PAINCHEK LTD,1/05/2012,Health Care Equipment & Services,67608288
AJQ,ARMOUR ENERGY LIMITED,26/04/2012,Energy,42834851
BRB,BREAKER RESOURCES NL,20/04/2012,Materials,52134549
HHR,HARTSHEAD RESOURCES NL,14/02/2012,Energy,31446126
HFR,HIGHFIELD RESOURCES LIMITED,7/02/2012,Materials,245552127
TAR,TARUGA MINERALS LIMITED,7/02/2012,Materials,27801208
CHK,COHIBA MINERALS LIMITED,1/02/2012,Materials,23654875
IVZ,INVICTUS ENERGY LTD,19/01/2012,Energy,108239317
MSG,MCS SERVICES LIMITED,17/01/2012,Commercial & Professional Services,11176473
APC,AUSTRALIAN POTASH LIMITED,20/12/2011,Materials,90839384
AQZ,ALLIANCE AVIATION SERVICES LIMITED,20/12/2011,Transportation,709361972
SAN,SAGALIO ENERGY LIMITED,15/12/2011,Energy,4502523
AUK,AUMAKE LIMITED.,7/12/2011,Retailing,14521863
VCX,VICINITY CENTRES,5/12/2011,Real Estate,7124310935
AQS,AQUIS ENTERTAINMENT LIMITED,2/12/2011,Consumer Services,44433852
CNU,CHORUS LIMITED,21/11/2011,Telecommunication Services,2646387313
CCJ,COUNTY INTERNATIONAL LIMITED,15/11/2011,Energy,N/A
MRR,MINREX RESOURCES LIMITED,11/11/2011,Materials,11298310
BRN,BRAINCHIP HOLDINGS LTD,9/11/2011,Software & Services,854764629
WOT,WOTSO PROPERTY,28/10/2011,Real Estate,239494843
BWF,BLACKWALL LIMITED,21/10/2011,Diversified Financials,33464966
ESH,ESPORTS MOGUL LIMITED,19/10/2011,Media & Entertainment,23057794
EAX,ENERGY ACTION LIMITED,13/10/2011,Commercial & Professional Services,7151979
LPE,LOCALITY PLANNING ENERGY HOLDINGS LIMITED,11/10/2011,Utilities,12891371
SFM,SANTA FE MINERALS LTD,7/10/2011,Materials,6553691
ENA,ENSURANCE LTD,23/09/2011,Insurance,16784694
DAF,DISCOVERY AFRICA LIMITED,22/09/2011,Materials,11177908
AYM,AUSTRALIA UNITED MINING LIMITED,19/09/2011,Materials,14740620
CXX,CRADLE RESOURCES LIMITED,16/09/2011,Materials,11191225
GMN,GOLD MOUNTAIN LIMITED,2/09/2011,Materials,N/A
AOU,AUROCH MINERALS LTD,1/09/2011,Materials,49277877
RMX,RED MOUNTAIN MINING LIMITED,1/09/2011,Materials,12568225
TIG,TIGERS REALM COAL LIMITED,29/08/2011,Materials,104533619
BGA,BEGA CHEESE LIMITED,19/08/2011,Food, Beverage & Tobacco,1734053902
SOR,STRATEGIC ELEMENTS LIMITED,11/08/2011,Diversified Financials,91269274
AVC,AUCTUS INVESTMENT GROUP LIMITED,10/08/2011,Diversified Financials,77317941
CKF,COLLINS FOODS LIMITED,4/08/2011,Consumer Services,1278896247
ORR,ORECORP LIMITED,4/08/2011,Materials,308421488
MSV,MITCHELL SERVICES LIMITED,2/08/2011,Materials,81687883
HHI,HEALTH HOUSE INTERNATIONAL LIMITED,28/07/2011,Health Care Equipment & Services,23831193
LNU,LINIUS TECHNOLOGIES LIMITED,26/07/2011,Software & Services,31586689
KKO,KINETIKO ENERGY LTD,21/07/2011,Energy,64698778
IKW,IKWEZI MINING LIMITED,19/07/2011,Energy,7316995
ACP,AUDALIA RESOURCES LIMITED,6/07/2011,Materials,17303405
SCI,SILVER CITY MINERALS LIMITED,6/07/2011,Materials,15710187
KMT,KOPORE METALS LIMITED,1/07/2011,Materials,15489334
RTR,RUMBLE RESOURCES LIMITED,1/07/2011,Materials,316615866
ALC,ALCIDION GROUP LIMITED,24/06/2011,Health Care Equipment & Services,398266240
DTR,DATELINE RESOURCES LIMITED,23/06/2011,Materials,35888739
BCT,BLUECHIIP LIMITED,9/06/2011,Technology Hardware & Equipment,28698264
GLN,GALAN LITHIUM LIMITED,8/06/2011,Materials,222630668
MRQ,MRG METALS LIMITED,8/06/2011,Materials,12325359
SGR,THE STAR ENTERTAINMENT GROUP LIMITED,6/06/2011,Consumer Services,3484372009
AO1,ASSETOWL LIMITED,30/05/2011,Software & Services,5305333
MDR,MEDADVISOR LIMITED,26/05/2011,Health Care Equipment & Services,115098045
RDG,RESOURCE DEVELOPMENT GROUP LIMITED,19/05/2011,Capital Goods,134885581
AWV,ANOVA METALS LIMITED,18/05/2011,Materials,28661884
SUV,SUVO STRATEGIC MINERALS LIMITED,17/05/2011,Materials,93681428
PWN,PARKWAY MINERALS NL,13/05/2011,Materials,26355714
PWNCA,PARKWAY MINERALS NL,13/05/2011,Materials,26355714
FCT,FIRSTWAVE CLOUD TECHNOLOGY LIMITED,11/05/2011,Software & Services,53064714
TWE,TREASURY WINE ESTATES LIMITED,10/05/2011,Food, Beverage & Tobacco,8373438842
AHK,ARK MINES LIMITED,9/05/2011,Materials,N/A
MXO,MOTIO LTD,9/05/2011,Media & Entertainment,0
MGV,MUSGRAVE MINERALS LIMITED,29/04/2011,Materials,191960262
AZY,ANTIPA MINERALS LIMITED,20/04/2011,Materials,131518307
GNG,GR ENGINEERING SERVICES LIMITED,19/04/2011,Materials,240866850
INF,INFINITY LITHIUM CORPORATION LIMITED,15/04/2011,Materials,42278728
GSN,GREAT SOUTHERN MINING LIMITED,14/04/2011,Materials,20475919
NPM,NEWPEAK METALS LIMITED,11/04/2011,Materials,11408323
TGM,THETA GOLD MINES LIMITED,7/04/2011,Materials,118262732
NML,NAVARRE MINERALS LIMITED,31/03/2011,Materials,66736526
MCA,MURRAY COD AUSTRALIA LIMITED,30/03/2011,Food, Beverage & Tobacco,221701650
TRL,TANGA RESOURCES LIMITED,9/03/2011,Materials,15172783
ASO,ASTON MINERALS LIMITED,4/03/2011,Materials,162213563
MBK,METAL BANK LIMITED,2/03/2011,Materials,10701615
VRX,VRX SILICA LIMITED,24/02/2011,Materials,114090069
ARR,AMERICAN RARE EARTHS LIMITED,17/02/2011,Materials,29954824
EPM,ECLIPSE METALS LIMITED.,17/02/2011,Energy,40193094
QXR,QX RESOURCES LIMITED,17/02/2011,Materials,10661797
CXO,CORE LITHIUM LTD,11/02/2011,Materials,275917555
AGE,ALLIGATOR ENERGY LIMITED,3/02/2011,Energy,87618934
AIS,AERIS RESOURCES LIMITED,2/02/2011,Materials,445972943
RIE,RIEDEL RESOURCES LIMITED,31/01/2011,Materials,12515192
BID,BILL IDENTITY LIMITED,27/01/2011,Software & Services,91938320
DDR,DICKER DATA LIMITED,24/01/2011,Technology Hardware & Equipment,1910944975
E2E,EON NRG LIMITED,21/01/2011,Energy,N/A
NET,NETLINKZ LIMITED,13/01/2011,Software & Services,79791782
BCK,BROCKMAN MINING LIMITED,11/01/2011,Materials,408286214
PO3,PURIFLOH LIMITED,30/12/2010,Utilities,48546187
CUP,COUNTPLUS LIMITED,22/12/2010,Commercial & Professional Services,114222559
WBT,WEEBIT NANO LTD,21/12/2010,Technology Hardware & Equipment,221478041
XAM,XANADU MINES LTD,21/12/2010,Materials,52735946
BNR,BULLETIN RESOURCES LIMITED,20/12/2010,Materials,12191929
HWH,HOUSTON WE HAVE LIMITED,17/12/2010,Software & Services,41877848
TMZ,THOMSON RESOURCES LIMITED,17/12/2010,Materials,57909689
MDI,MIDDLE ISLAND RESOURCES LIMITED,16/12/2010,Materials,15302278
CTD,CORPORATE TRAVEL MANAGEMENT LIMITED,15/12/2010,Consumer Services,2888128174
RNU,RENASCOR RESOURCES LIMITED,15/12/2010,Energy,129631104
SFX,SHEFFIELD RESOURCES LIMITED,15/12/2010,Materials,117658619
CCZ,CASTILLO COPPER LIMITED,14/12/2010,Materials,49040637
RFX,REDFLOW LIMITED,14/12/2010,Capital Goods,78167070
NXT,NEXTDC LIMITED,13/12/2010,Software & Services,5448011923
4DS,4DS MEMORY LIMITED,9/12/2010,Semiconductors & Semiconductor Equipment,198142266
NCZ,NEW CENTURY RESOURCES LIMITED,8/12/2010,Materials,266184170
CRR,CRITICAL RESOURCES LIMITED,3/12/2010,Materials,29493668
EUR,EUROPEAN LITHIUM LIMITED,2/12/2010,Materials,51366458
YOJ,YOJEE LIMITED,2/12/2010,Software & Services,211378530
PDI,PREDICTIVE DISCOVERY LIMITED,1/12/2010,Materials,114164258
AFW,APPLYFLOW LIMITED,30/11/2010,Media & Entertainment,14494830
AZJ,AURIZON HOLDINGS LIMITED,22/11/2010,Transportation,6865825853
KGD,KULA GOLD LIMITED,16/11/2010,Materials,7883728
SGQ,ST GEORGE MINING LIMITED,16/11/2010,Materials,44189320
MLD,MACA LIMITED,3/11/2010,Materials,266534460
EGR,ECOGRAF LIMITED,29/10/2010,Materials,267650908
EMT,EMETALS LIMITED,26/10/2010,Investment Trust/Fund,9350000
ANW,AUS TIN MINING LTD,21/10/2010,Materials,12716787
HE8,HELIOS ENERGY LTD,20/10/2010,Energy,264176640
MNB,MINBOS RESOURCES LIMITED,18/10/2010,Materials,34802467
WRM,WHITE ROCK MINERALS LIMITED,8/10/2010,Materials,46554533
JXT,JAXSTA LTD,21/09/2010,Software & Services,16249163
LRS,LATIN RESOURCES LIMITED,21/09/2010,Materials,66530321
RDH,REDHILL EDUCATION LIMITED,21/09/2010,Consumer Services,44746201
FDM,FREEDOM OIL AND GAS LTD,8/09/2010,Energy,N/A
IFT,INFRATIL LIMITED.,30/08/2010,Utilities,5329694879
ZAG,ZULEIKA GOLD LIMITED,23/08/2010,Materials,12302801
ODM,ODIN METALS LIMITED,5/08/2010,Materials,15797052
HOR,HORSESHOE METALS LIMITED,29/07/2010,Materials,N/A
AAJ,ARUMA RESOURCES LIMITED,23/07/2010,Materials,6993459
TER,TERRACOM LIMITED,22/07/2010,Energy,105505068
RAS,RAGUSA MINERALS LTD,13/07/2010,Diversified Financials,7758668
TLG,TALGA GROUP LTD,9/07/2010,Materials,413908822
ASN,ANSON RESOURCES LIMITED,8/07/2010,Materials,59021004
CAY,CANYON RESOURCES LIMITED,15/06/2010,Materials,71748908
WAF,WEST AFRICAN RESOURCES LIMITED,11/06/2010,Materials,900830842
VKA,VIKING MINES LIMITED,12/05/2010,Materials,19403910
MYE,MASTERMYNE GROUP LIMITED,7/05/2010,Materials,84965729
HCH,HOT CHILI LIMITED,3/05/2010,Materials,105541764
SVW,SEVEN GROUP HOLDINGS LIMITED,30/04/2010,Capital Goods,7388720360
NUH,NUHEARA LIMITED,5/03/2010,Technology Hardware & Equipment,79258193
EPY,EARLYPAY LTD,23/02/2010,Diversified Financials,123641626
SHH,SHREE MINERALS LIMITED,18/02/2010,Materials,13290461
IVX,INVION LIMITED,15/02/2010,Pharmaceuticals, Biotechnology & Life Sciences,72014050
ATC,ALTECH CHEMICALS LTD,27/01/2010,Materials,60464660
ALX,ATLAS ARTERIA,25/01/2010,Transportation,6041814824
SUH,SOUTHERN HEMISPHERE MINING LIMITED,5/01/2010,Materials,11977548
ABX,AUSTRALIAN BAUXITE LIMITED.,24/12/2009,Materials,18180431
AZI,ALTA ZINC LIMITED,24/12/2009,Materials,21803559
ELT,ELEMENTOS LIMITED,23/12/2009,Materials,65641061
SUP,SUPERIOR LAKE RESOURCES LIMITED,18/12/2009,Materials,24759173
CNL,CELAMIN HOLDINGS LIMITED,17/12/2009,Materials,12287872
AIR,ASTIVITA LIMITED,16/12/2009,Capital Goods,22376389
AUC,AUSGOLD LIMITED,16/12/2009,Materials,71340729
GCY,GASCOYNE RESOURCES LIMITED,11/12/2009,Materials,80274601
SMR,STANMORE RESOURCES LIMITED,9/12/2009,Energy,183876312
Z1P,ZIP CO LIMITED.,9/12/2009,Diversified Financials,4328443335
MMI,METRO MINING LIMITED,4/12/2009,Materials,31972885
PSC,PROSPECT RESOURCES LIMITED,4/12/2009,Materials,84010656
PKO,PEAKO LIMITED,2/12/2009,Materials,9161541
MCE,MATRIX COMPOSITES & ENGINEERING LIMITED,16/11/2009,Energy,13301786
KMD,KATHMANDU HOLDINGS LIMITED,13/11/2009,Retailing,1045777041
PVW,PVW RESOURCES LIMITED,12/11/2009,Materials,9951958
OXX,OCTANEX LIMITED,6/11/2009,Energy,6445596
MYR,MYER HOLDINGS LIMITED,2/11/2009,Retailing,307979556
GES,GENESIS RESOURCES LIMITED,27/10/2009,Materials,12525461
ZEO,ZEOTECH LIMITED,16/10/2009,Materials,111443660
WIC,WESTOZ INVESTMENT COMPANY LIMITED,16/09/2009,Investment Trust/Fund,155744190
CAR,CARSALES.COM LIMITED.,10/09/2009,Media & Entertainment,5644970972
MYS,MYSTATE LIMITED,10/09/2009,Banks,497951185
ICT,ICOLLEGE LIMITED,24/08/2009,Consumer Services,69787758
TON,TRITON MINERALS LTD,14/08/2009,Materials,38571914
AOA,AUSMON RESOURCES LIMITED,31/03/2009,Materials,3765797
LOT,LOTUS RESOURCES LIMITED,18/02/2009,Materials,186139361
HXG,HEXAGON ENERGY MATERIALS LIMITED,30/10/2008,Materials,31220968
JHG,JANUS HENDERSON GROUP PLC,27/10/2008,Diversified Financials,10471826102
BSE,BASE RESOURCES LIMITED,2/10/2008,Materials,347513496
PUR,PURSUIT MINERALS LTD,10/09/2008,Materials,64540974
BRU,BURU ENERGY LIMITED,1/09/2008,Energy,83458664
FEX,FENIX RESOURCES LTD,4/08/2008,Materials,173979150
MSR,MANAS RESOURCES LIMITED,22/07/2008,Materials,36471860
GTI,GRATIFII LIMITED,17/07/2008,Software & Services,18312753
CI1,CREDIT INTELLIGENCE LTD,10/07/2008,Commercial & Professional Services,28849023
TMK,TAMASKA OIL AND GAS LTD,10/07/2008,Energy,7520000
LCY,LEGACY IRON ORE LIMITED,8/07/2008,Materials,96071078
CMM,CAPRICORN METALS LTD,7/07/2008,Materials,661536815
GIB,GIBB RIVER DIAMONDS LIMITED,1/07/2008,Materials,13113586
ACF,ACROW FORMWORK AND CONSTRUCTION SERVICES LIMITED,27/06/2008,Capital Goods,85413100
VRS,VERIS LIMITED,25/06/2008,Commercial & Professional Services,38356546
ICG,INCA MINERALS LIMITED,19/06/2008,Materials,47837317
IRD,IRON ROAD LIMITED,12/06/2008,Materials,202031216
SHO,SPORTSHERO LIMITED,12/06/2008,Media & Entertainment,11161763
OKJ,OAKAJEE CORPORATION LIMITED,11/06/2008,Materials,6858452
ASW,ADVANCED SHARE REGISTRY LIMITED,10/06/2008,Diversified Financials,39541140
PIL,PEPPERMINT INNOVATION LIMITED,29/05/2008,Software & Services,27115400
SIX,SPRINTEX LIMITED,29/05/2008,Automobiles & Components,17117707
RUL,RPMGLOBAL HOLDINGS LIMITED,27/05/2008,Software & Services,397088822
VMY,VIMY RESOURCES LIMITED,23/05/2008,Energy,118149513
1AG,ALTERRA LIMITED,16/05/2008,Commercial & Professional Services,12685709
EFE,EASTERN IRON LIMITED,16/05/2008,Materials,11178476
ARD,ARGENT MINERALS LIMITED,3/04/2008,Materials,35073965
3DP,POINTERRA LIMITED,27/03/2008,Software & Services,342292133
QPM,QUEENSLAND PACIFIC METALS LIMITED,14/03/2008,Materials,192295612
GNM,GREAT NORTHERN MINERALS LIMITED,5/03/2008,Materials,14508612
EMU,EMU NL,27/02/2008,Materials,13695435
EMUCA,EMU NL,27/02/2008,Materials,13695435
HAS,HASTINGS TECHNOLOGY METALS LTD,20/02/2008,Materials,295537395
K2F,K2FLY LIMITED,19/02/2008,Software & Services,44152889
AGR,AGUIA RESOURCES LIMITED,13/02/2008,Materials,24861235
PNX,PNX METALS LIMITED,12/02/2008,Materials,32869742
EVS,ENVIROSUITE LIMITED,11/02/2008,Software & Services,110949567
COY,COPPERMOLY LIMITED,31/01/2008,Materials,23399354
YBR,YELLOW BRICK ROAD HOLDINGS LIMITED,31/01/2008,Banks,28536425
JAT,JATCORP LIMITED,30/01/2008,Retailing,36343069
MHC,MANHATTAN CORPORATION LIMITED,29/01/2008,Energy,21367902
SI6,SI6 METALS LIMITED,18/01/2008,Materials,19505644
SI6NC,SI6 METALS LIMITED,18/01/2008,Materials,19505644
CR9,CORELLA RESOURCES LTD,15/01/2008,Materials,19974995
CGB,CANN GLOBAL LIMITED,14/01/2008,Pharmaceuticals, Biotechnology & Life Sciences,28538835
WAA,WAM ACTIVE LIMITED,11/01/2008,Investment Trust/Fund,79758860
BSR,BASSARI RESOURCES LIMITED,7/01/2008,Materials,N/A
OZG,OZGROWTH LIMITED,2/01/2008,Investment Trust/Fund,85915978
NGE,NGE CAPITAL LIMITED,28/12/2007,Investment Trust/Fund,24074557
AIB,AURORA GLOBAL INCOME TRUST,24/12/2007,Investment Trust/Fund,696679
DGO,DGO GOLD LIMITED,21/12/2007,Materials,226539384
LSR,LODESTAR MINERALS LIMITED,21/12/2007,Materials,11618436
CYP,CYNATA THERAPEUTICS LIMITED,20/12/2007,Pharmaceuticals, Biotechnology & Life Sciences,74503829
PAK,PACIFIC AMERICAN HOLDINGS LIMITED,20/12/2007,Materials,5734528
EER,EAST ENERGY RESOURCES LIMITED,19/12/2007,Energy,N/A
INR,IONEER LTD,19/12/2007,Materials,625903147
WWI,WEST WITS MINING LIMITED,19/12/2007,Materials,116287682
AU1,THE AGENCY GROUP AUSTRALIA LTD,18/12/2007,Real Estate,21428829
FLC,FLUENCE CORPORATION LIMITED,18/12/2007,Capital Goods,121846537
JAL,JAMESON RESOURCES LIMITED,18/12/2007,Materials,25783211
ERM,EMMERSON RESOURCES LIMITED,17/12/2007,Materials,33880217
LBL,LASERBOND LIMITED,17/12/2007,Capital Goods,101818738
VYS,VYSARN LIMITED,14/12/2007,Materials,38695586
WCN,WHITE CLIFF MINERALS LIMITED,14/12/2007,Materials,6723553
DCX,DISCOVEX RESOURCES LIMITED,13/12/2007,Materials,15411984
DTZ,DOTZ NANO LIMITED,13/12/2007,Semiconductors & Semiconductor Equipment,137320269
BDC,BARDOC GOLD LIMITED,12/12/2007,Materials,116262244
BFG,BELL FINANCIAL GROUP LIMITED,12/12/2007,Diversified Financials,559698189
WGO,WARREGO ENERGY LIMITED,12/12/2007,Energy,257327333
GDG,GENERATION DEVELOPMENT GROUP LIMITED,11/12/2007,Insurance,151404376
VBC,VERBREC LIMITED,11/12/2007,Capital Goods,35266224
PDL,PENDAL GROUP LIMITED,10/12/2007,Diversified Financials,3035023984
KRM,KINGSROSE MINING LIMITED,7/12/2007,Materials,38690390
NME,NEX METALS EXPLORATION LIMITED,6/12/2007,Materials,6942614
AMT,ALLEGRA ORTHOPAEDICS LIMITED,5/12/2007,Health Care Equipment & Services,20891841
GEM,G8 EDUCATION LIMITED,5/12/2007,Consumer Services,860101170
SND,SAUNDERS INTERNATIONAL LIMITED,5/12/2007,Capital Goods,82136514
ORE,OROCOBRE LIMITED,4/12/2007,Materials,2217650850
CWN,CROWN RESORTS LIMITED,3/12/2007,Consumer Services,7929523353
MYL,MYANMAR METALS LIMITED,3/12/2007,Materials,N/A
KAM,K2 ASSET MANAGEMENT HOLDINGS LTD,29/11/2007,Diversified Financials,19286816
SXE,SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,28/11/2007,Capital Goods,132706805
ALY,ALCHEMY RESOURCES LIMITED,26/11/2007,Materials,9411408
CYQ,CYCLIQ GROUP LTD,21/11/2007,Consumer Durables & Apparel,9675509
MEU,MARMOTA LIMITED,21/11/2007,Energy,43584016
CML,CHASE MINING CORPORATION LIMITED,15/11/2007,Materials,6290132
CAP,CARPENTARIA RESOURCES LTD,14/11/2007,Materials,102284239
HRL,HRL HOLDINGS LTD,14/11/2007,Commercial & Professional Services,56784382
SLR,SILVER LAKE RESOURCES LIMITED,14/11/2007,Materials,1533941048
SPQ,SUPERIOR RESOURCES LIMITED,12/11/2007,Materials,16576029
SRL,SUNRISE ENERGY METALS LIMITED,9/11/2007,Commercial & Professional Services,165267517
CEL,CHALLENGER EXPLORATION LIMITED,7/11/2007,Energy,242604432
MQG,MACQUARIE GROUP LIMITED,5/11/2007,Diversified Financials,56605819598
NHF,NIB HOLDINGS LIMITED,5/11/2007,Insurance,2952437209
AON,APOLLO MINERALS LIMITED,31/10/2007,Materials,34764512
LIT,LITHIUM AUSTRALIA NL,30/10/2007,Materials,99723890
LITCF,LITHIUM AUSTRALIA NL,30/10/2007,Materials,99723890
LITNB,LITHIUM AUSTRALIA NL,30/10/2007,Materials,99723890
AKN,AUKING MINING LIMITED,29/10/2007,Materials,10249241
GBZ,GBM RESOURCES LIMITED,24/10/2007,Materials,54155773
IPD,IMPEDIMED LIMITED,24/10/2007,Health Care Equipment & Services,164084639
BUX,BUXTON RESOURCES LIMITED,23/10/2007,Materials,20408315
CWL,CONSOLIDATED FINANCIAL HOLDINGS LIMITED,23/10/2007,Software & Services,N/A
A4N,ALPHA HPA LIMITED,22/10/2007,Materials,414899610
ASQ,AUSTRALIAN SILICA QUARTZ GROUP LTD,22/10/2007,Materials,32159245
EPD,EMPIRED LTD,19/10/2007,Software & Services,142668420
ACW,ACTINOGEN MEDICAL LIMITED,16/10/2007,Pharmaceuticals, Biotechnology & Life Sciences,207569818
AMN,AGRIMIN LIMITED,9/10/2007,Materials,102378148
AYI,A1 INVESTMENTS & RESOURCES LTD,2/10/2007,Diversified Financials,16421946
LCL,LOS CERROS LIMITED,2/10/2007,Materials,89958976
KRR,KING RIVER RESOURCES LIMITED,21/09/2007,Materials,40391649
RNO,RHINOMED LIMITED,21/09/2007,Pharmaceuticals, Biotechnology & Life Sciences,39340415
RTG,RTG MINING INC.,21/09/2007,Materials,115647092
RXM,REX MINERALS LIMITED,20/09/2007,Materials,154147136
PLS,PILBARA MINERALS LIMITED,19/09/2007,Materials,4218019043
ZMI,ZINC OF IRELAND NL,18/09/2007,Materials,7420657
AVZ,AVZ MINERALS LIMITED,14/09/2007,Materials,464986428
